Timestamp,XP
2025-02-22 04:50:37,"33,199,785,098 XP"
2025-02-22 04:51:37,"33,205,517,805 XP"
2025-02-22 04:52:37,"33,211,240,986 XP"
2025-02-22 04:53:37,"33,216,926,008 XP"
2025-02-22 04:54:37,"33,222,687,344 XP"
2025-02-22 04:55:37,"33,228,372,367 XP"
2025-02-22 04:56:37,"33,234,133,700 XP"
2025-02-22 04:57:37,"33,239,809,193 XP"
2025-02-22 04:58:37,"33,245,580,066 XP"
2025-02-22 04:59:37,"33,251,284,156 XP"
2025-02-22 05:00:37,"33,256,876,426 XP"
2025-02-22 05:01:37,"33,262,348,999 XP"
2025-02-22 05:02:37,"33,267,848,984 XP"
2025-02-22 05:03:37,"33,273,303,290 XP"
2025-02-22 05:04:37,"33,278,821,550 XP"
2025-02-22 05:05:37,"33,284,266,706 XP"
2025-02-22 05:06:37,"33,289,794,099 XP"
2025-02-22 05:07:37,"33,295,239,265 XP"
2025-02-22 05:08:37,"33,300,775,796 XP"
2025-02-22 05:09:37,"33,306,220,968 XP"
2025-02-22 05:10:37,"33,311,720,961 XP"
2025-02-22 05:11:37,"33,317,193,547 XP"
2025-02-22 05:12:37,"33,322,647,859 XP"
2025-02-22 05:13:37,"33,328,175,259 XP"
2025-02-22 05:14:37,"33,333,620,423 XP"
2025-02-22 05:15:37,"33,339,147,807 XP"
2025-02-22 05:16:37,"33,344,592,987 XP"
2025-02-22 05:17:37,"33,350,092,977 XP"
2025-02-22 05:18:37,"33,355,556,429 XP"
2025-02-22 05:19:37,"33,361,083,820 XP"
2025-02-22 05:20:37,"33,366,519,853 XP"
2025-02-22 05:21:37,"33,372,001,572 XP"
2025-02-22 05:22:37,"33,377,483,283 XP"
2025-02-22 05:23:37,"33,383,019,830 XP"
2025-02-22 05:24:37,"33,388,455,855 XP"
2025-02-22 05:25:37,"33,393,992,388 XP"
2025-02-22 05:26:37,"33,399,428,431 XP"
2025-02-22 05:27:37,"33,404,928,419 XP"
2025-02-22 05:28:37,"33,410,400,987 XP"
2025-02-22 05:29:37,"33,415,928,376 XP"
2025-02-22 05:30:37,"33,421,364,423 XP"
2025-02-22 05:31:37,"33,426,818,722 XP"
2025-02-22 05:32:37,"33,432,346,116 XP"
2025-02-22 05:33:37,"33,437,791,287 XP"
2025-02-22 05:34:37,"33,443,309,541 XP"
2025-02-22 05:35:37,"33,448,745,592 XP"
2025-02-22 05:36:37,"33,454,272,994 XP"
2025-02-22 05:37:37,"33,459,709,037 XP"
2025-02-22 05:38:37,"33,465,236,434 XP"
2025-02-22 05:39:38,"33,470,763,836 XP"
2025-02-22 05:40:38,"33,476,199,869 XP"
2025-02-22 05:41:38,"33,481,635,898 XP"
2025-02-22 05:42:38,"33,487,163,297 XP"
2025-02-22 05:43:38,"33,492,599,336 XP"
2025-02-22 05:44:38,"33,498,135,866 XP"
2025-02-22 05:45:38,"33,503,562,761 XP"
2025-02-22 05:46:38,"33,509,099,295 XP"
2025-02-22 05:47:38,"33,514,526,218 XP"
2025-02-22 05:48:38,"33,520,062,765 XP"
2025-02-22 05:49:38,"33,525,581,031 XP"
2025-02-22 05:50:38,"33,531,035,338 XP"
2025-02-22 05:51:38,"33,536,517,052 XP"
2025-02-22 05:52:38,"33,541,980,507 XP"
2025-02-22 05:53:38,"33,547,489,635 XP"
2025-02-22 05:54:38,"33,552,925,683 XP"
2025-02-22 05:55:38,"33,558,471,360 XP"
2025-02-22 05:56:38,"33,563,907,400 XP"
2025-02-22 05:57:38,"33,569,434,804 XP"
2025-02-22 05:58:38,"33,574,879,969 XP"
2025-02-22 05:59:38,"33,580,398,250 XP"
2025-02-22 06:00:38,"33,586,197,637 XP"
2025-02-22 06:01:38,"33,592,337,145 XP"
2025-02-22 06:02:38,"33,598,375,339 XP"
2025-02-22 06:03:38,"33,604,423,666 XP"
2025-02-22 06:04:38,"33,610,553,043 XP"
2025-02-22 06:05:38,"33,616,601,368 XP"
2025-02-22 06:06:38,"33,622,740,876 XP"
2025-02-22 06:07:38,"33,628,779,070 XP"
2025-02-22 06:08:38,"33,634,817,267 XP"
2025-02-22 06:09:38,"33,640,946,644 XP"
2025-02-22 06:10:38,"33,647,005,101 XP"
2025-02-22 06:11:38,"33,653,144,609 XP"
2025-02-22 06:12:38,"33,659,182,805 XP"
2025-02-22 06:13:38,"33,665,220,999 XP"
2025-02-22 06:14:38,"33,671,360,508 XP"
2025-02-22 06:15:38,"33,677,408,833 XP"
2025-02-22 06:16:38,"33,683,538,210 XP"
2025-02-22 06:17:38,"33,689,576,407 XP"
2025-02-22 06:18:38,"33,695,675,387 XP"
2025-02-22 06:19:38,"33,701,743,978 XP"
2025-02-22 06:20:38,"33,707,782,172 XP"
2025-02-22 06:21:38,"33,713,931,811 XP"
2025-02-22 06:22:38,"33,720,020,662 XP"
2025-02-22 06:23:38,"33,726,048,728 XP"
2025-02-22 06:24:38,"33,732,157,841 XP"
2025-02-22 06:25:38,"33,738,206,167 XP"
2025-02-22 06:26:38,"33,744,325,411 XP"
2025-02-22 06:27:38,"33,750,363,607 XP"
2025-02-22 06:28:38,"33,756,492,984 XP"
2025-02-22 06:29:38,"33,762,521,050 XP"
2025-02-22 06:30:38,"33,768,660,556 XP"
2025-02-22 06:31:38,"33,774,678,491 XP"
2025-02-22 06:32:38,"33,780,797,732 XP"
2025-02-22 06:33:38,"33,786,846,060 XP"
2025-02-22 06:34:38,"33,792,955,171 XP"
2025-02-22 06:35:38,"33,799,013,631 XP"
2025-02-22 06:36:38,"33,805,051,826 XP"
2025-02-22 06:37:38,"33,811,181,203 XP"
2025-02-22 06:38:38,"33,817,290,314 XP"
2025-02-22 06:39:38,"33,823,328,512 XP"
2025-02-22 06:40:38,"33,829,447,754 XP"
2025-02-22 06:41:39,"33,835,506,213 XP"
2025-02-22 06:42:39,"33,841,605,194 XP"
2025-02-22 06:43:39,"33,847,653,523 XP"
2025-02-22 06:44:39,"33,853,782,896 XP"
2025-02-22 06:45:39,"33,859,821,093 XP"
2025-02-22 06:46:39,"33,865,960,602 XP"
2025-02-22 06:47:39,"33,871,978,536 XP"
2025-02-22 06:48:39,"33,878,016,732 XP"
2025-02-22 06:49:39,"33,884,156,239 XP"
2025-02-22 06:50:39,"33,890,194,435 XP"
2025-02-22 06:51:39,"33,896,303,548 XP"
2025-02-22 06:52:39,"33,902,392,398 XP"
2025-02-22 06:53:39,"33,908,511,645 XP"
2025-02-22 06:54:39,"33,914,539,707 XP"
2025-02-22 06:55:39,"33,920,567,771 XP"
2025-02-22 06:56:39,"33,926,707,278 XP"
2025-02-22 06:57:39,"33,932,735,343 XP"
2025-02-22 06:58:39,"33,938,874,849 XP"
2025-02-22 06:59:39,"33,944,902,915 XP"
2025-02-22 07:00:39,"33,951,041,526 XP"
2025-02-22 07:01:39,"33,957,084,572 XP"
2025-02-22 07:02:39,"33,963,259,650 XP"
2025-02-22 07:03:39,"33,969,292,552 XP"
2025-02-22 07:04:39,"33,975,437,166 XP"
2025-02-22 07:05:39,"33,981,480,209 XP"
2025-02-22 07:06:39,"33,987,634,977 XP"
2025-02-22 07:07:39,"33,993,678,024 XP"
2025-02-22 07:08:39,"33,999,822,642 XP"
2025-02-22 07:09:39,"34,005,886,001 XP"
2025-02-22 07:10:39,"34,012,030,607 XP"
2025-02-22 07:11:39,"34,018,083,809 XP"
2025-02-22 07:12:39,"34,024,157,331 XP"
2025-02-22 07:13:39,"34,030,281,628 XP"
2025-02-22 07:14:39,"34,036,324,670 XP"
2025-02-22 07:15:39,"34,042,479,456 XP"
2025-02-22 07:16:39,"34,048,522,490 XP"
2025-02-22 07:17:39,"34,054,687,419 XP"
2025-02-22 07:18:39,"34,060,720,297 XP"
2025-02-22 07:19:39,"34,066,875,058 XP"
2025-02-22 07:20:39,"34,072,928,247 XP"
2025-02-22 07:21:39,"34,079,022,070 XP"
2025-02-22 07:22:39,"34,085,115,896 XP"
2025-02-22 07:23:39,"34,091,260,506 XP"
2025-02-22 07:24:39,"34,097,313,706 XP"
2025-02-22 07:25:39,"34,103,417,710 XP"
2025-02-22 07:26:39,"34,109,511,531 XP"
2025-02-22 07:27:39,"34,115,605,365 XP"
2025-02-22 07:28:39,"34,121,699,192 XP"
2025-02-22 07:29:39,"34,127,762,550 XP"
2025-02-22 07:30:39,"34,133,896,997 XP"
2025-02-22 07:31:39,"34,140,000,987 XP"
2025-02-22 07:32:39,"34,146,074,490 XP"
2025-02-22 07:33:39,"34,152,188,633 XP"
2025-02-22 07:34:39,"34,158,272,299 XP"
2025-02-22 07:35:39,"34,164,376,310 XP"
2025-02-22 07:36:39,"34,170,449,836 XP"
2025-02-22 07:37:39,"34,176,594,447 XP"
2025-02-22 07:38:39,"34,182,637,498 XP"
2025-02-22 07:39:39,"34,188,782,105 XP"
2025-02-22 07:40:39,"34,194,835,307 XP"
2025-02-22 07:41:39,"34,200,918,990 XP"
2025-02-22 07:42:39,"34,207,053,429 XP"
2025-02-22 07:43:40,"34,213,106,644 XP"
2025-02-22 07:44:40,"34,219,241,086 XP"
2025-02-22 07:45:40,"34,225,294,303 XP"
2025-02-22 07:46:40,"34,231,459,216 XP"
2025-02-22 07:47:40,"34,237,492,106 XP"
2025-02-22 07:48:40,"34,243,646,868 XP"
2025-02-22 07:49:40,"34,249,679,757 XP"
2025-02-22 07:50:40,"34,255,763,434 XP"
2025-02-22 07:51:40,"34,261,867,422 XP"
2025-02-22 07:52:40,"34,268,022,197 XP"
2025-02-22 07:53:40,"34,274,095,724 XP"
2025-02-22 07:54:40,"34,280,148,933 XP"
2025-02-22 07:55:40,"34,286,232,588 XP"
2025-02-22 07:56:40,"34,292,397,520 XP"
2025-02-22 07:57:40,"34,298,450,718 XP"
2025-02-22 07:58:40,"34,304,524,235 XP"
2025-02-22 07:59:40,"34,310,699,314 XP"
2025-02-22 08:00:40,"34,316,772,080 XP"
2025-02-22 08:01:40,"34,322,850,385 XP"
2025-02-22 08:02:40,"34,328,928,696 XP"
2025-02-22 08:03:40,"34,335,129,171 XP"
2025-02-22 08:04:40,"34,341,217,655 XP"
2025-02-22 08:05:40,"34,347,306,155 XP"
2025-02-22 08:06:40,"34,353,394,647 XP"
2025-02-22 08:07:40,"34,359,574,774 XP"
2025-02-22 08:08:40,"34,365,663,260 XP"
2025-02-22 08:09:40,"34,371,741,560 XP"
2025-02-22 08:10:40,"34,377,830,051 XP"
2025-02-22 08:11:40,"34,384,010,174 XP"
2025-02-22 08:12:40,"34,390,068,117 XP"
2025-02-22 08:13:40,"34,396,238,060 XP"
2025-02-22 08:14:40,"34,402,346,916 XP"
2025-02-22 08:15:40,"34,408,425,220 XP"
2025-02-22 08:16:40,"34,414,493,352 XP"
2025-02-22 08:17:40,"34,420,663,296 XP"
2025-02-22 08:18:40,"34,426,741,601 XP"
2025-02-22 08:19:40,"34,432,819,919 XP"
2025-02-22 08:20:40,"34,438,989,860 XP"
2025-02-22 08:21:40,"34,445,037,621 XP"
2025-02-22 08:22:40,"34,451,238,108 XP"
2025-02-22 08:23:40,"34,457,275,687 XP"
2025-02-22 08:24:40,"34,463,445,631 XP"
2025-02-22 08:25:40,"34,469,534,117 XP"
2025-02-22 08:26:40,"34,475,602,238 XP"
2025-02-22 08:27:40,"34,481,782,353 XP"
2025-02-22 08:28:40,"34,487,860,653 XP"
2025-02-22 08:29:40,"34,493,938,955 XP"
2025-02-22 08:30:40,"34,500,057,988 XP"
2025-02-22 08:31:40,"34,506,187,204 XP"
2025-02-22 08:32:40,"34,512,255,329 XP"
2025-02-22 08:33:40,"34,518,435,443 XP"
2025-02-22 08:34:40,"34,524,513,746 XP"
2025-02-22 08:35:40,"34,530,581,872 XP"
2025-02-22 08:36:40,"34,536,762,000 XP"
2025-02-22 08:37:40,"34,542,840,310 XP"
2025-02-22 08:38:40,"34,548,908,433 XP"
2025-02-22 08:39:40,"34,555,088,554 XP"
2025-02-22 08:40:40,"34,561,166,857 XP"
2025-02-22 08:41:40,"34,567,245,157 XP"
2025-02-22 08:42:40,"34,573,415,094 XP"
2025-02-22 08:43:40,"34,579,503,584 XP"
2025-02-22 08:44:40,"34,585,602,247 XP"
2025-02-22 08:45:40,"34,591,680,543 XP"
2025-02-22 08:46:40,"34,597,840,300 XP"
2025-02-22 08:47:41,"34,603,928,788 XP"
2025-02-22 08:48:41,"34,610,058,003 XP"
2025-02-22 08:49:41,"34,616,187,214 XP"
2025-02-22 08:50:41,"34,622,265,524 XP"
2025-02-22 08:51:41,"34,628,394,732 XP"
2025-02-22 08:52:41,"34,634,473,037 XP"
2025-02-22 08:53:41,"34,640,632,803 XP"
2025-02-22 08:54:41,"34,646,680,555 XP"
2025-02-22 08:55:41,"34,652,840,317 XP"
2025-02-22 08:56:41,"34,658,938,982 XP"
2025-02-22 08:57:41,"34,665,017,295 XP"
2025-02-22 08:58:41,"34,671,105,786 XP"
2025-02-22 08:59:41,"34,677,285,899 XP"
2025-02-22 09:00:41,"34,683,363,510 XP"
2025-02-22 09:01:41,"34,689,538,339 XP"
2025-02-22 09:02:41,"34,695,662,119 XP"
2025-02-22 09:03:41,"34,701,755,292 XP"
2025-02-22 09:04:41,"34,707,848,467 XP"
2025-02-22 09:05:41,"34,714,043,696 XP"
2025-02-22 09:06:41,"34,720,126,657 XP"
2025-02-22 09:07:41,"34,726,219,824 XP"
2025-02-22 09:08:41,"34,732,425,253 XP"
2025-02-22 09:09:41,"34,738,528,627 XP"
2025-02-22 09:10:41,"34,744,621,789 XP"
2025-02-22 09:11:41,"34,750,817,021 XP"
2025-02-22 09:12:41,"34,756,910,189 XP"
2025-02-22 09:13:41,"34,763,003,358 XP"
2025-02-22 09:14:41,"34,769,106,734 XP"
2025-02-22 09:15:41,"34,775,301,960 XP"
2025-02-22 09:16:41,"34,781,384,917 XP"
2025-02-22 09:17:41,"34,787,488,284 XP"
2025-02-22 09:18:41,"34,793,581,451 XP"
2025-02-22 09:19:41,"34,799,786,890 XP"
2025-02-22 09:20:41,"34,805,880,061 XP"
2025-02-22 09:21:41,"34,812,044,672 XP"
2025-02-22 09:22:41,"34,818,127,632 XP"
2025-02-22 09:23:41,"34,824,302,447 XP"
2025-02-22 09:24:41,"34,830,395,612 XP"
2025-02-22 09:25:41,"34,836,478,573 XP"
2025-02-22 09:26:41,"34,842,673,805 XP"
2025-02-22 09:27:41,"34,848,766,971 XP"
2025-02-22 09:28:41,"34,854,860,140 XP"
2025-02-22 09:29:41,"34,861,055,368 XP"
2025-02-22 09:30:41,"34,867,158,743 XP"
2025-02-22 09:31:41,"34,873,241,702 XP"
2025-02-22 09:32:41,"34,879,436,936 XP"
2025-02-22 09:33:41,"34,885,540,310 XP"
2025-02-22 09:34:41,"34,891,623,268 XP"
2025-02-22 09:35:41,"34,897,808,297 XP"
2025-02-22 09:36:41,"34,903,901,461 XP"
2025-02-22 09:37:41,"34,909,994,625 XP"
2025-02-22 09:38:41,"34,916,138,824 XP"
2025-02-22 09:39:41,"34,922,283,023 XP"
2025-02-22 09:40:41,"34,928,376,187 XP"
2025-02-22 09:41:41,"34,934,510,188 XP"
2025-02-22 09:42:41,"34,940,654,385 XP"
2025-02-22 09:43:41,"34,946,757,758 XP"
2025-02-22 09:44:41,"34,952,881,548 XP"
2025-02-22 09:45:41,"34,959,025,744 XP"
2025-02-22 09:46:41,"34,965,098,503 XP"
2025-02-22 09:47:41,"34,971,283,533 XP"
2025-02-22 09:48:41,"34,977,376,699 XP"
2025-02-22 09:49:41,"34,983,551,516 XP"
2025-02-22 09:50:41,"34,989,644,689 XP"
2025-02-22 09:51:42,"34,995,768,474 XP"
2025-02-22 09:52:42,"35,001,871,849 XP"
2025-02-22 09:53:42,"35,008,036,463 XP"
2025-02-22 09:54:42,"35,014,190,869 XP"
2025-02-22 09:55:42,"35,020,263,629 XP"
2025-02-22 09:56:42,"35,026,407,829 XP"
2025-02-22 09:57:42,"35,032,470,384 XP"
2025-02-22 09:58:42,"35,038,634,994 XP"
2025-02-22 09:59:42,"35,044,789,401 XP"
2025-02-22 10:00:42,"35,050,829,719 XP"
2025-02-22 10:01:42,"35,056,721,142 XP"
2025-02-22 10:02:42,"35,062,721,660 XP"
2025-02-22 10:03:42,"35,068,613,081 XP"
2025-02-22 10:04:42,"35,074,593,761 XP"
2025-02-22 10:05:42,"35,080,564,530 XP"
2025-02-22 10:06:42,"35,086,485,705 XP"
2025-02-22 10:07:42,"35,092,486,232 XP"
2025-02-22 10:08:42,"35,098,377,656 XP"
2025-02-22 10:09:42,"35,104,368,259 XP"
2025-02-22 10:10:42,"35,110,269,594 XP"
2025-02-22 10:11:42,"35,116,250,280 XP"
2025-02-22 10:12:42,"35,122,240,878 XP"
2025-02-22 10:13:42,"35,128,152,139 XP"
2025-02-22 10:14:42,"35,134,162,578 XP"
2025-02-22 10:15:42,"35,140,054,005 XP"
2025-02-22 10:16:42,"35,146,054,527 XP"
2025-02-22 10:17:42,"35,151,945,947 XP"
2025-02-22 10:18:42,"35,157,956,392 XP"
2025-02-22 10:19:42,"35,163,837,897 XP"
2025-02-22 10:20:42,"35,169,828,499 XP"
2025-02-22 10:21:42,"35,175,769,515 XP"
2025-02-22 10:22:42,"35,181,770,039 XP"
2025-02-22 10:23:42,"35,187,730,886 XP"
2025-02-22 10:24:42,"35,193,612,392 XP"
2025-02-22 10:25:42,"35,199,612,914 XP"
2025-02-22 10:26:42,"35,205,504,344 XP"
2025-02-22 10:27:42,"35,211,504,862 XP"
2025-02-22 10:28:42,"35,217,426,035 XP"
2025-02-22 10:29:42,"35,223,436,476 XP"
2025-02-22 10:30:42,"35,229,327,906 XP"
2025-02-22 10:31:41,"35,235,318,507 XP"
2025-02-22 10:32:41,"35,241,219,846 XP"
2025-02-22 10:33:41,"35,247,210,454 XP"
2025-02-22 10:34:41,"35,253,201,059 XP"
2025-02-22 10:35:41,"35,259,092,476 XP"
2025-02-22 10:36:41,"35,265,073,163 XP"
2025-02-22 10:37:41,"35,271,053,851 XP"
2025-02-22 10:38:41,"35,276,965,103 XP"
2025-02-22 10:39:41,"35,282,945,795 XP"
2025-02-22 10:40:41,"35,288,837,221 XP"
2025-02-22 10:41:41,"35,294,837,741 XP"
2025-02-22 10:42:41,"35,300,828,346 XP"
2025-02-22 10:43:41,"35,306,729,690 XP"
2025-02-22 10:44:41,"35,312,710,377 XP"
2025-02-22 10:45:41,"35,318,611,718 XP"
2025-02-22 10:46:41,"35,324,612,237 XP"
2025-02-22 10:47:41,"35,330,523,494 XP"
2025-02-22 10:48:41,"35,336,504,177 XP"
2025-02-22 10:49:41,"35,342,484,859 XP"
2025-02-22 10:50:41,"35,348,396,116 XP"
2025-02-22 10:51:41,"35,354,386,719 XP"
2025-02-22 10:52:41,"35,360,288,061 XP"
2025-02-22 10:53:41,"35,366,278,659 XP"
2025-02-22 10:54:41,"35,372,189,913 XP"
2025-02-22 10:55:41,"35,378,150,767 XP"
2025-02-22 10:56:41,"35,384,121,533 XP"
2025-02-22 10:57:41,"35,390,042,711 XP"
2025-02-22 10:58:41,"35,396,043,232 XP"
2025-02-22 10:59:41,"35,401,974,329 XP"
2025-02-22 11:00:41,"35,407,894,950 XP"
2025-02-22 11:01:41,"35,413,854,954 XP"
2025-02-22 11:02:41,"35,419,775,295 XP"
2025-02-22 11:03:41,"35,425,794,806 XP"
2025-02-22 11:04:41,"35,431,705,229 XP"
2025-02-22 11:05:41,"35,437,724,728 XP"
2025-02-22 11:06:41,"35,443,625,226 XP"
2025-02-22 11:07:41,"35,449,535,647 XP"
2025-02-22 11:08:41,"35,455,555,156 XP"
2025-02-22 11:09:41,"35,461,475,493 XP"
2025-02-22 11:10:41,"35,467,415,673 XP"
2025-02-22 11:11:41,"35,473,425,260 XP"
2025-02-22 11:12:41,"35,479,365,426 XP"
2025-02-22 11:13:41,"35,485,295,675 XP"
2025-02-22 11:14:41,"35,491,206,099 XP"
2025-02-22 11:15:41,"35,497,225,614 XP"
2025-02-22 11:16:41,"35,503,155,867 XP"
2025-02-22 11:17:41,"35,509,086,120 XP"
2025-02-22 11:18:41,"35,515,026,291 XP"
2025-02-22 11:19:41,"35,521,016,051 XP"
2025-02-22 11:20:41,"35,526,976,052 XP"
2025-02-22 11:21:42,"35,532,916,224 XP"
2025-02-22 11:22:42,"35,538,836,554 XP"
2025-02-22 11:23:42,"35,544,776,724 XP"
2025-02-22 11:24:42,"35,550,796,229 XP"
2025-02-22 11:25:42,"35,556,716,567 XP"
2025-02-22 11:26:42,"35,562,626,987 XP"
2025-02-22 11:27:42,"35,568,636,576 XP"
2025-02-22 11:28:42,"35,574,576,740 XP"
2025-02-22 11:29:42,"35,580,506,992 XP"
2025-02-22 11:30:42,"35,586,427,327 XP"
2025-02-22 11:31:42,"35,592,446,832 XP"
2025-02-22 11:32:42,"35,598,327,495 XP"
2025-02-22 11:33:42,"35,604,366,832 XP"
2025-02-22 11:34:42,"35,610,277,259 XP"
2025-02-22 11:35:42,"35,616,207,511 XP"
2025-02-22 11:36:42,"35,622,127,847 XP"
2025-02-22 11:37:42,"35,628,177,100 XP"
2025-02-22 11:38:42,"35,634,097,442 XP"
2025-02-22 11:39:42,"35,640,017,771 XP"
2025-02-22 11:40:42,"35,645,948,023 XP"
2025-02-22 11:41:42,"35,651,967,529 XP"
2025-02-22 11:42:42,"35,657,887,860 XP"
2025-02-22 11:43:42,"35,663,808,195 XP"
2025-02-22 11:44:42,"35,669,827,693 XP"
2025-02-22 11:45:42,"35,675,767,862 XP"
2025-02-22 11:46:42,"35,681,698,119 XP"
2025-02-22 11:47:42,"35,687,628,374 XP"
2025-02-22 11:48:42,"35,693,558,625 XP"
2025-02-22 11:49:42,"35,699,568,217 XP"
2025-02-22 11:50:42,"35,705,468,715 XP"
2025-02-22 11:51:42,"35,711,478,303 XP"
2025-02-22 11:52:42,"35,717,378,807 XP"
2025-02-22 11:53:42,"35,723,378,477 XP"
2025-02-22 11:54:42,"35,729,288,892 XP"
2025-02-22 11:55:42,"35,735,248,898 XP"
2025-02-22 11:56:42,"35,741,228,735 XP"
2025-02-22 11:57:42,"35,747,129,240 XP"
2025-02-22 11:58:42,"35,753,079,322 XP"
2025-02-22 11:59:42,"35,759,059,164 XP"
2025-02-22 12:00:42,"35,765,185,563 XP"
2025-02-22 12:01:42,"35,771,298,237 XP"
2025-02-22 12:02:42,"35,777,503,377 XP"
2025-02-22 12:03:42,"35,783,687,969 XP"
2025-02-22 12:04:42,"35,789,800,648 XP"
2025-02-22 12:05:42,"35,796,005,789 XP"
2025-02-22 12:06:42,"35,802,128,741 XP"
2025-02-22 12:07:42,"35,808,333,883 XP"
2025-02-22 12:08:42,"35,814,456,832 XP"
2025-02-22 12:09:42,"35,820,661,984 XP"
2025-02-22 12:10:42,"35,826,774,665 XP"
2025-02-22 12:11:42,"35,832,979,810 XP"
2025-02-22 12:12:42,"35,839,143,862 XP"
2025-02-22 12:13:42,"35,845,297,631 XP"
2025-02-22 12:14:42,"35,851,502,779 XP"
2025-02-22 12:15:42,"35,857,605,189 XP"
2025-02-22 12:16:42,"35,863,810,330 XP"
2025-02-22 12:17:42,"35,869,964,108 XP"
2025-02-22 12:18:42,"35,876,128,156 XP"
2025-02-22 12:19:42,"35,882,323,026 XP"
2025-02-22 12:20:42,"35,888,435,716 XP"
2025-02-22 12:21:42,"35,894,640,852 XP"
2025-02-22 12:22:42,"35,900,804,906 XP"
2025-02-22 12:23:43,"35,906,948,408 XP"
2025-02-22 12:24:43,"35,913,153,550 XP"
2025-02-22 12:25:43,"35,919,266,226 XP"
2025-02-22 12:26:43,"35,925,450,832 XP"
2025-02-22 12:27:43,"35,931,666,244 XP"
2025-02-22 12:28:43,"35,937,830,298 XP"
2025-02-22 12:29:43,"35,943,942,968 XP"
2025-02-22 12:30:43,"35,950,148,108 XP"
2025-02-22 12:31:43,"35,956,260,798 XP"
2025-02-22 12:32:43,"35,962,476,216 XP"
2025-02-22 12:33:43,"35,968,640,253 XP"
2025-02-22 12:34:43,"35,974,742,661 XP"
2025-02-22 12:35:43,"35,980,947,805 XP"
2025-02-22 12:36:43,"35,987,111,853 XP"
2025-02-22 12:37:43,"35,993,327,268 XP"
2025-02-22 12:38:43,"35,999,429,684 XP"
2025-02-22 12:39:43,"36,005,624,552 XP"
2025-02-22 12:40:43,"36,011,737,228 XP"
2025-02-22 12:41:43,"36,017,942,366 XP"
2025-02-22 12:42:43,"36,024,147,509 XP"
2025-02-22 12:43:43,"36,030,260,190 XP"
2025-02-22 12:44:43,"36,036,465,328 XP"
2025-02-22 12:45:43,"36,042,567,740 XP"
2025-02-22 12:46:43,"36,048,783,154 XP"
2025-02-22 12:47:43,"36,054,988,293 XP"
2025-02-22 12:48:43,"36,061,090,700 XP"
2025-02-22 12:49:43,"36,067,306,114 XP"
2025-02-22 12:50:43,"36,073,398,255 XP"
2025-02-22 12:51:43,"36,079,623,946 XP"
2025-02-22 12:52:43,"36,085,726,359 XP"
2025-02-22 12:53:43,"36,091,921,227 XP"
2025-02-22 12:54:43,"36,098,126,364 XP"
2025-02-22 12:55:43,"36,104,228,771 XP"
2025-02-22 12:56:43,"36,110,454,451 XP"
2025-02-22 12:57:43,"36,116,567,132 XP"
2025-02-22 12:58:43,"36,122,720,905 XP"
2025-02-22 12:59:43,"36,128,946,591 XP"
2025-02-22 13:00:43,"36,135,069,345 XP"
2025-02-22 13:01:43,"36,141,309,768 XP"
2025-02-22 13:02:43,"36,147,436,928 XP"
2025-02-22 13:03:43,"36,153,677,358 XP"
2025-02-22 13:04:43,"36,159,814,815 XP"
2025-02-22 13:05:43,"36,166,044,947 XP"
2025-02-22 13:06:43,"36,172,172,103 XP"
2025-02-22 13:07:43,"36,178,402,227 XP"
2025-02-22 13:08:43,"36,184,549,987 XP"
2025-02-22 13:09:43,"36,190,718,336 XP"
2025-02-22 13:10:43,"36,196,917,571 XP"
2025-02-22 13:11:43,"36,203,075,618 XP"
2025-02-22 13:12:43,"36,209,274,851 XP"
2025-02-22 13:13:43,"36,215,494,697 XP"
2025-02-22 13:14:43,"36,221,632,153 XP"
2025-02-22 13:15:43,"36,227,810,792 XP"
2025-02-22 13:16:43,"36,233,968,839 XP"
2025-02-22 13:17:43,"36,240,168,075 XP"
2025-02-22 13:18:43,"36,246,367,317 XP"
2025-02-22 13:19:43,"36,252,515,060 XP"
2025-02-22 13:20:43,"36,258,734,894 XP"
2025-02-22 13:21:43,"36,264,872,357 XP"
2025-02-22 13:22:44,"36,271,092,183 XP"
2025-02-22 13:23:44,"36,277,229,644 XP"
2025-02-22 13:24:44,"36,283,449,477 XP"
2025-02-22 13:25:44,"36,289,576,636 XP"
2025-02-22 13:26:44,"36,295,806,774 XP"
2025-02-22 13:27:44,"36,301,944,229 XP"
2025-02-22 13:28:44,"36,308,143,472 XP"
2025-02-22 13:29:44,"36,314,280,935 XP"
2025-02-22 13:30:44,"36,320,500,763 XP"
2025-02-22 13:31:44,"36,326,669,105 XP"
